"site_code","plot_id","treatment_code","sample_date","season_year","tissue_type","instrument","isotope_element","concentration","source_file"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","31P",1239.409,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","31P",552.591,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","31P",498.434,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","31P",1081.446,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","31P",1753.657,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","31P",1838.431,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","31P",1624.314,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","31P",1854.037,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","31P",1914.153,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","31P",1201.25,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","31P",471.99,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","31P",1104.092,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","31P",1967.692,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","39K",20568.627,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","39K",13308.477,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","39K",17877.963,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","39K",11840.681,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","39K",24240.407,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","39K",12963.846,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","39K",19249.423,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","39K",18388.235,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","39K",20411.765,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","39K",19875.776,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","39K",21160.093,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","39K",20769.832,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","39K",15756.853,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","39K",21136.273,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","39K",14912.417,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","44Ca",13066.667,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","44Ca",22551.02,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","44Ca",17800.233,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","44Ca",31237.432,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","44Ca",21761.942,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","44Ca",26881.208,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","44Ca",17332.564,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","44Ca",18913.725,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","44Ca",18780.392,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","44Ca",19968.944,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","44Ca",15854.602,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","44Ca",24810.473,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","44Ca",25208.582,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","44Ca",22967.819,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","44Ca",16882.055,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","48Ti",78.863,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","48Ti",129.553,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","48Ti",80.179,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","48Ti",139.018,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","48Ti",102.702,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","48Ti",123.719,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","48Ti",79.908,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","48Ti",93.216,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","48Ti",95.255,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","48Ti",109.278,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","48Ti",83.024,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","48Ti",144.627,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","48Ti",158.006,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","48Ti",132.141,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","48Ti",87.505,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","51V",1.028,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","51V",1.36,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","51V",0.861,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","51V",1.125,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","51V",1.294,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","51V",1.075,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","51V",0.67,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","51V",0.844,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","51V",1.216,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","51V",1.233,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","51V",1.241,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","51V",1.574,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","51V",1.936,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","51V",1.467,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","51V",0.748,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","52Cr",0.82,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","52Cr",1.08,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","52Cr",0.832,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","52Cr",1.083,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","52Cr",1.105,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","52Cr",0.989,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","52Cr",0.736,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","52Cr",0.839,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","52Cr",1.114,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","52Cr",1.06,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","52Cr",1.189,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","52Cr",1.311,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","52Cr",1.311,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","52Cr",1.081,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","52Cr",0.715,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","55Mn",29.537,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","55Mn",62.088,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","55Mn",42.752,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","55Mn",46.481,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","55Mn",74.276,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","55Mn",51.172,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","55Mn",37.229,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","55Mn",61.804,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","55Mn",54.902,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","55Mn",64.79,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","55Mn",61.717,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","55Mn",96.874,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","55Mn",47.795,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","55Mn",47.914,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","55Mn",59.984,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","56Fe",523.922,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","56Fe",683.281,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","56Fe",288.574,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","56Fe",347.525,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","56Fe",444.009,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","56Fe",440.604,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","56Fe",200.038,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","56Fe",420.784,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","56Fe",629.02,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","56Fe",584.239,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","56Fe",508.507,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","56Fe",781.555,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","56Fe",982.122,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","56Fe",740.564,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","56Fe",360.88,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.216,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.299,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.164,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.208,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.299,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.208,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.137,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.198,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.295,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.38,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.421,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.45,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.39,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.344,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","59Co",0.179,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","60Ni",1.991,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","60Ni",1.071,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","60Ni",1.4,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","60Ni",1.565,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","60Ni",2.421,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","60Ni",1.067,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","60Ni",1.358,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","60Ni",1.223,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","60Ni",1.299,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","60Ni",2.301,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","60Ni",2.902,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","60Ni",1.52,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","60Ni",1.417,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","60Ni",1.637,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","60Ni",2.223,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","65Cu",12.396,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","65Cu",10.993,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","65Cu",22.11,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","65Cu",6.628,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","65Cu",6.782,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","65Cu",13.79,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","65Cu",6.008,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","65Cu",5.114,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","65Cu",6.412,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","65Cu",8.292,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","65Cu",10.147,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","65Cu",7.874,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","65Cu",9.118,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","65Cu",9.893,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","65Cu",10.946,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","68Zn",21.588,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","68Zn",21.699,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","68Zn",18.391,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","68Zn",13.933,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","68Zn",9.26,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","68Zn",28.101,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","68Zn",14.823,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","68Zn",10.153,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","68Zn",11.333,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","68Zn",9.03,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","68Zn",7.196,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","68Zn",9.898,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","68Zn",24.497,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","68Zn",25.24,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","68Zn",16.571,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","69Ga",0.416,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","69Ga",0.569,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","69Ga",0.606,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","69Ga",0.821,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","69Ga",0.193,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","69Ga",0.72,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","69Ga",0.349,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","69Ga",0.6,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","69Ga",0.48,"Cndep_Larrea_Pecto_10202016.XLSM"
